text,16,corona,crisis,everyone,fending,got,immune,know,real,system
CBT FOR CORONA VIRUS    #COVIDー #coronapocalypse #COVID #mentalhealth #stress #Fear… ,0,1,0,0,0,0,0,0,0,0
"Personal news. I’m sick. Have been since Tuesday. Have the symptoms of COVID-, but no way to know for sure. I can… ",0,0,0,0,0,0,0,1,0,0
Coronavirus sports cancellations leave one group of fans particularly deflated:   Vasectomy patients.  From the dep… ,0,0,0,0,0,0,0,0,0,0
"Revealed: elderly to be quarantined at home or in care homes for four months, in ""wartime-style"" mobilisation to co… ",0,0,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0,0,0
"New York Governor Cuomo confirms increase of 115  cases in New York City, 613 confirmed cases statewide",0,0,0,0,0,0,0,0,0,0
The Coronavirus theme song is a bop! I love my people 🤣🤣🤣🤣🤣🤣 ,0,0,0,0,0,0,0,0,0,0
Totally incompetent of ,0,0,0,0,0,0,0,0,0,0
A photo of Chinese medical workers and law enforcement officers riding horses to remote places in the Altai Mountai… ,0,0,0,0,0,0,0,0,0,0
there is only 6 cases in my state and its a full family. im not gonna stay home but if there is more confirmed case… ,0,0,0,0,0,0,0,0,0,0
Missouri Reps. Billy Long and Jason Smith were among the 40 Republicans to vote no on the  relief bill (… ,0,0,0,0,0,0,0,0,0,0
BREAKING: Wife of Spain's Prime Minister tests positive for ,0,0,0,0,0,0,0,0,0,0
Officials: 2  cases reported in Pittsburgh ,0,0,0,0,0,0,0,0,0,0
*global pandemonium because of corona* my school on a wednesday night : ,0,1,0,0,0,0,0,0,0,0
"“Among other developments on Saturday, US President Donald Trump tested negative for , the White House s… ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"Here’s something that’s absolutely terrifying: a comparison of the age distributions of Covid- cases in Italy, wh… ",0,0,0,0,0,0,0,0,0,0
"Coronavirus cases rise in israel's filthy, overcrowded jails where up to 10 Palestinians share tiny cells & ; medical… ",0,0,0,0,0,0,0,0,0,0
Rappler's ,0,0,0,0,0,0,0,0,0,0
why the fuck is our country so fucking stupid??? why are we REFUSING to test people for ?? why are we re… ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
This how NY niggas gotta get on the train now #CoronaVirusUpdates #COVIDー # #coronapocalypse ,0,0,0,0,0,0,0,0,0,0
"As of March 14 at 8:00 a.m., the state of North Carolina has a total of 680 public (i.e., non-commercial)… ",0,0,0,0,0,0,0,0,0,0
"Asiyah and Jawad Javed, owners of a small shop in Scotland, spent £2,000 on masks and alcohol gel, and are giving t… ",0,0,0,0,0,0,0,0,0,0
"Here’s something that’s absolutely terrifying: a comparison of the age distributions of Covid- cases in Italy, wh… ",0,0,0,0,0,0,0,0,0,0
GOOD NEWS: 3 # patients in Maryland have fully recovered and are now able to return to everyday life.… ,0,0,0,0,0,0,0,0,0,0
📽️ |  Spain limits movement and takes over key Catalan services to fight   Our reporter Cillian Shields… ,0,0,0,0,0,0,0,0,0,0
I feel like eating some pussy tonight but don’t want to catch the “corona” 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,0,1,0,0,0,0,0,0,0,0
"Sanders that there are likely people watching his livestream (his c aign says there are 100,000 people watching)… ",0,0,0,0,0,0,0,0,0,0
BREAKING: China has reported the outbreak of a deadly  #Covid_ in the city of #Wuhan,0,0,0,0,0,0,0,0,0,0
"Chinese billionaire and Alibaba co-founder Jack Ma said he will donate 500,000  testing kits and one mil… ",0,0,0,0,0,0,0,0,0,0
"My heart can't 😭  This Muslim couple, owners of a corner shop in Scotland, assembled Corona Virus relief packages f… ",0,1,0,0,0,0,0,0,0,0
"Could someone please show the UK government these graphs?! China has proven that testing, quarantine, distancing an… ",0,0,0,0,0,0,0,0,0,0
it’s crazy how because of corona we can see how almost everything we do is a totally made up social construct that… ,0,1,0,0,0,0,0,0,0,0
For updated #COVID- information:  - Dial 211 - Text LACOVID to 898-211 - Visit ,0,0,0,0,0,0,0,0,0,0
"Doctors from China & ; Cuba are in Europe, Latin America & ; Africa helping countries fight Coronavirus, putting themse… ",0,0,0,0,0,0,0,0,0,0
Someone tell Drake to wear this so the Coronavirus will end ,0,0,0,0,0,0,0,0,0,0
"Doctors from China & ; Cuba are in Europe, Latin America & ; Africa helping countries fight Coronavirus, putting themse… ",0,0,0,0,0,0,0,0,0,0
it’s crazy how because of corona we can see how almost everything we do is a totally made up social construct that… ,0,1,0,0,0,0,0,0,0,0
The world reacting to the : #coronapocalypse ,0,0,0,0,0,0,0,0,0,0
"If hospitals get overwhelmed by those with the Coronavirus  and if your appendix bursts, you're likely dead. All th… ",0,0,0,0,0,0,0,0,0,0
The Contra Costa Health Officer has issued a mandatory order prohibiting public and private mass gatherings of 100… ,0,0,0,0,0,0,0,0,0,0
#BreakingNews: President Al #Sisi decides to suspend schools and universities for two-weeks starting Sunday and all… ,0,0,0,0,0,0,0,0,0,0
A photo of Chinese medical workers and law enforcement officers riding horses to remote places in the Altai Mountai… ,0,0,0,0,0,0,0,0,0,0
"Opinion | Please, Don’t Go Out to the Bars Tonight - The New York Times Social distancing is a responsibility...it’… ",0,0,0,0,0,0,0,0,0,0
NEW: our most substantial update yet of the  case trajectory tracker  • Now showing China’s early trajec… ,0,0,0,0,0,0,0,0,0,0
Just a reminder: it’s okay to blame the  president for how bad things get with COVID- because he fired the entire… ,0,0,0,0,0,0,0,0,0,0
"One thing I’ve learnt from this Coronavirus situation & ; the panic buying is that there are so many selfish, ignoran… ",0,0,0,0,0,0,0,0,0,0
This is good news.  🚨 WASHINGTON (,0,0,0,0,0,0,0,0,0,0
90-year-old Life Care Center  patient makes remarkable recovery ,0,0,0,0,0,0,0,0,0,0
Emergency room physician: We're seeing people in their 40s on ventilators due to  - CNN Video ,0,0,0,0,0,0,0,0,0,0
Me wondering why it's taken ,0,0,0,0,0,0,0,0,0,0
BREAKING!!! (Follow-up on yesterday’s tweet.)  New Drug Trial 100% Effective Against Caronavirus.  President Trump… ,0,0,0,0,0,0,0,0,0,0
I'm old enough to remember when Joe Biden said Italy has a universal healthcare system and they're struggling with… ,0,0,0,0,0,0,0,0,0,1
I've lost my mind.  I wrote Coronavirus Rhapsody:  Is this a sore throat? Is this just allergies? Caught in a lockd… ,0,0,0,0,0,0,0,0,0,0
"I’m 22 years old and I tested positive for COVID-.   I’ve been debating on posting, but I want to share my experi… ",0,0,0,0,0,0,0,0,0,0
“An ideology of ‘everyone for himself’ will not work when the health of each of us depends on the health of all of… ,0,0,0,1,0,0,0,0,0,0
The two Lakers who tested positive were asymptomatic. It's worth reading this ,0,0,0,0,0,0,0,0,0,0
"I was tested 5 days ago and the results came back tonight, which were positive. Ive been self quarantined since the… ",0,0,0,0,0,0,0,0,0,0
"Marcus Smart announces he tested positive for the : ""I don't feel any of the symptoms, but I can't stres… ",0,0,0,0,0,0,0,0,0,0
I’m halting elective surgeries and dental services that require the use of medical protective equipment.   We need… ,0,0,0,0,0,0,0,0,0,0
"My niece, brother and her grand all had similar symptoms. Now I've spent all day listening to them try to see if th… ",0,0,0,0,0,0,0,0,0,0
"The infectious diseases expert, who in the 80s was the brains behind Australia’s world-leading AIDS/HIV c aign,… ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Day 4 of corona quarantine: Like for a Tbh and rate👌🏾,0,1,0,0,0,0,0,0,0,0
Talk about what? First thing this guy says is there is no  “in his opinion.” Who is this person and why… ,0,0,0,0,0,0,0,0,0,0
COVID-: Keeping safe and The Icehouse Community   Now is the perfect time to update our ne… ,0,0,0,0,0,0,0,0,0,0
"Hey,   FAQS… ",0,0,0,0,0,0,0,0,0,0
markiplier talks about  very touching ,0,0,0,0,0,0,0,0,0,0
"As Intel chairman,   Burr knew how bad it would be.… ",0,0,0,0,0,0,0,0,0,0
Sharing this because corona  ,0,1,0,0,0,0,0,0,0,0
"BREAKING: The KY Senate, in the midst of the # pandemic, passed the conference committee report on SB 2,… ",0,0,0,0,0,0,0,0,0,0
I see   We were the first network in the country to have someone call for a travel ban due to the… ,0,0,0,0,0,0,0,0,0,0
Two Lakers test positive for the . The Lakers had 14 players tested for the  virus at the tea… ,0,0,0,0,0,0,0,0,0,0
I've lost my mind.  I wrote Coronavirus Rhapsody:  Is this a sore throat? Is this just allergies? Caught in a lockd… ,0,0,0,0,0,0,0,0,0,0
Watch ,0,0,0,0,0,0,0,0,0,0
"Disaster scenarios out of #Iran re #. 18k ""official"" cases, likely double or triple that. Experts estima… ",0,0,0,0,0,0,0,0,0,0
I’m not sitting here locked in my house eating Chef Boyardee and binge watching Maury so little Danny Dipshit can g… ,0,0,0,0,0,0,0,0,0,0
This is the sort of thing you resign from Congress over. ,0,0,0,0,0,0,0,0,0,0
After effect of the Coronavirus.🤪🤪🤪,0,0,0,0,0,0,0,0,0,0
"As the COVID- pandemic continues to unfold, many people worry about contracting the virus by touching surfaces li… ",0,0,0,0,0,0,0,0,0,0
Analysis: The new sick leave law doesn’t help the workers that need it most ,0,0,0,0,0,0,0,0,0,0
"GLOBAL HEALTH ADVISORY: On March , the Department of State issued a Global Level 4 Health Advisory advising U.S.… ",0,0,0,0,0,0,0,0,0,0
Coronavirus cases are falling in South Korea because of their experiences with past viruses. This should be the Uni… ,0,0,0,0,0,0,0,0,0,0
"I was tested 5 days ago and the results came back tonight, which were positive. Ive been self quarantined since the… ",0,0,0,0,0,0,0,0,0,0
"I’m 22 years old and I tested positive for COVID-.   I’ve been debating on posting, but I want to share my experi… ",0,0,0,0,0,0,0,0,0,0
Burr spox says the transactions were “made several weeks before the U.S. and financial markets showed signs of vola… ,0,0,0,0,0,0,0,0,0,0
"""Former South Carolina Gov. David Beasley, the current head of the U.N.’s World Food Programme, has confirmed he ha… ",0,0,0,0,0,0,0,0,0,0
"BREAKING: Trump told Governors across the US to buy their own  supplies, then his administration outbid them. Disgusting.",0,0,0,0,0,0,0,0,0,0
🤣 Eddie Hearn brings out his Chris Eubank impression to boost nationwide morale amid the  pandemic…  [📽️… ,0,0,0,0,0,0,0,0,0,0
"As promised, here it is! Watch the full CEC webinar, ""Teaching Special Education Online During COVID-"":… ",0,0,0,0,0,0,0,0,0,0
"I'm not going to make some claim that art is going to save us right now, but engaging with artists about the anxiet… ",0,0,0,0,0,0,0,0,0,0
When you live in CA and hear 56% of Californians will get  over the next 8 weeks ,0,0,0,0,0,0,0,0,0,0
"After all, they are playing so nice. After unleashing what may be the most devastating bioweapon in human history,… ",0,0,0,0,0,0,0,0,0,0
"I was tested 5 days ago and the results came back tonight, which were positive. Ive been self quarantined since the… ",0,0,0,0,0,0,0,0,0,0
11:47: *TRUMP SAYS FDA HAS APPROVED CHLOROQUINE FOR USE IN COVID-  11:48: *TRUMP SAYS STILL COLLECTING EVIDENCE O… ,0,0,0,0,0,0,0,0,0,0
"During these uncertain times, the children in our community need you now more than ever to ensure funding for cruci… ",0,0,0,0,0,0,0,0,0,0
"Two Lakers players have tested positive for the , per ",0,0,0,0,0,0,0,0,0,0
"I was tested 5 days ago and the results came back tonight, which were positive. Ive been self quarantined since the… ",0,0,0,0,0,0,0,0,0,0
Marcus Smart announced he’s the Celtics player who tested positive for the . ,0,0,0,0,0,0,0,0,0,0
"NEW: After assuring the public about the government's  preparedness, Senate Intel chair Richard Burr, in… ",0,0,0,0,0,0,0,0,0,0
"Here’s some info regarding Covid-, might seem simple to some but I know it will help others 👌🏼 ",0,0,0,0,0,0,0,1,0,0
"Dr. Fauci is reiterating that 100,000 Americans could die from the .  “What we’re trying to do is not le… ",0,0,0,0,0,0,0,0,0,0
THREAD: #SurveillanceWatch 1/ Follow the bouncing ball with me. Start w/Singapore government using a Bluetooth app… ,0,0,0,0,0,0,0,0,0,0
me when i call it COVID- instead of the rona ,0,0,0,0,0,0,0,0,0,0
  According to the CDC America… ,0,0,0,0,0,0,0,0,0,0
Trump allowed COVID- to slip out of control. He cut the CDC. The economy is in the toilet. Do polls really show A… ,0,0,0,0,0,0,0,0,0,0
Do Re Mi - Covid  version. 🔥🔥🔥   ,0,0,0,0,0,0,0,0,0,0
"Nearly a dozen Liberty University students have COVID- symptoms after school reopened, NYT reports  ",0,0,0,0,0,0,0,0,0,0
"1st night, 1st time dealing with Covid-  patients at Peace ward. Great teamwork. ",0,0,0,0,0,0,0,0,0,0
UPDATE: Trump extends social distancing guidelines to April 30 despite previous comments to 'reopen' country by Eas… ,0,0,0,0,0,0,0,0,0,0
Interesting to hear ,0,0,0,0,0,0,0,0,0,0
"Liberty University, which partly reopened its c us amid the  pandemic, confirmed they now have almost… ",0,0,0,0,0,0,0,0,0,0
"Also note: Chuck Todd served as a moderator of an NBC News debate on Feb , which was more than two weeks after Pr… ",0,0,0,0,0,0,0,0,0,0
"Dutch govt found 600,000 #China-made masks failed to meet quality standards and had defective filters. Days ago, Sp… ",0,0,0,0,0,0,0,0,0,0
"Trump, who insists he is a billionaire, has not donated one penny to COVID- relief.",0,0,0,0,0,0,0,0,0,0
"""...I've been talking to Fox insiders over the last few days, there's a real concern inside the network that their… ",0,0,0,0,0,0,0,0,1,0
"More than 2,000 Americans have already died from the , but the President of the United States is tweetin… ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
Scientist-turned science communicator (and ,0,0,0,0,0,0,0,0,0,0
"If the government is doing something wrong, point it out and offer robust solutions.  Rajan is an economist and not… ",0,0,0,0,0,0,0,0,0,0
"7 million people left Wuhan, China in January...after govt officials knew about  human to human transmis… ",0,0,0,0,0,0,0,0,0,0
"Coronavirus timeline: - January : 100 cases - January 24: 1,000 cases - February 12: 50,000 cases - March 6: 100,… ",0,0,0,0,0,0,0,0,0,0
"One month ago, Trump said there were only 15  cases in the United States and in a few days it would be z… ",0,0,0,0,0,0,0,0,0,0
"AVERAGE US Abortion deaths per day: 1,708  TOTAL US Coronavirus deaths so far: 1,307  We are being scammed.",0,0,0,0,0,0,0,0,0,0
"“If you haven’t been paying attention, maybe this is your wake-up call,” said Dr. Ngozi Ezike of the Illinois Depar… ",0,0,0,0,0,0,0,0,0,0
"I don't usually post things like this on here but,  My Mom is in the ICU with the Coronavirus and she's not doing w… ",0,0,0,0,0,0,0,0,0,0
Thanks to   I asked: Which health pro… ,0,0,0,0,0,0,0,0,0,0
1. Let's talk more about the scummy   Health care providers are dying from lack of personal protective… ,0,0,0,0,0,0,0,0,0,0
Can I talk about the  in my personal statement?,0,0,0,0,0,0,0,0,0,0
This what it takes to protect yourself from COVID-   And Doctors in America because of government negligence and… ,0,0,0,0,0,0,0,0,0,0
🤦🏻‍♀️ Is there a way to revoke someone’s Twitter account? A petition? Report his account as a danger and menace to… ,0,0,0,0,0,0,0,0,0,0
Alright . It’s personal. You took Joe Diffie from us. Time to throw hands.,0,0,0,0,0,0,0,0,0,0
"I survived . Spent nearly 2 weeks indoors + in quarantine as my body fought it off. Yesterday, I took my… ",0,0,0,0,0,0,0,0,0,0
As someone who recently spent almost a week hooked up to a ventilator (and probably wouldn't be alive today without… ,0,0,0,0,0,0,0,0,0,0
"Will the # pandemic of 2020 come to be seen as a momentary interruption, or will it compel us to rethink… ",0,0,0,0,0,0,0,0,0,0
Trump blamed CDC screwing up the test for the virus on Obama.  The CDC could not have developed a test during the O… ,0,0,0,0,0,0,0,0,0,0
 ,0,0,0,0,0,0,0,0,0,0
"ds PPLE R SATAN'S SLAVES b/c HEALING COVID- VICTIMS w/ ds simple drugs, CHLOROQUINE & ; AZITHROMYCIN s fr JESUS CHR… ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"Pelosi can't get away with rewriting history.  In January, Democrats were all-consumed with a bogus impeachment.  W… ",0,0,0,0,0,0,0,0,0,0
As someone who recently spent almost a week hooked up to a ventilator (and probably wouldn't be alive today without… ,0,0,0,0,0,0,0,0,0,0
Hopefully with all this  downtime....the people who make madden really take time and reflect on how bad the game is😂,0,0,0,0,0,0,0,0,0,0
"Coronavirus update, Europe:  - Spain: 6,875 new cases - Italy: 5,217 new cases - Germany: 4,647 new cases - France:… ",0,0,0,0,0,0,0,0,0,0
We are a few minutes in to Trump’s press conference and he hasn’t said one word about the thousands of Americans th… ,0,0,0,0,0,0,0,0,0,0
"As the Coronavirus Hit, Jared Kushner’s Company Told Renters to Take Action to Pay “ASAP”  ",0,0,0,0,0,0,0,0,0,0
Cops showed up at this funeral and it wasn't to pay their respects: Officers enforcing stay-at-home order break up… ,0,0,0,0,0,0,0,0,0,0
"‼️WHOA. &gt;3.38 billion people worldwide are under #lockdown to limit the spread of #, per   This rep… ",0,0,0,0,0,0,0,0,0,0
"apparently a corona virus symptom is having no taste, thoughts go out to all the kpop stans at this time 🙏",0,1,0,0,0,0,0,0,0,0
Use of wireless for remote learning is counterproductive for goal of keeping children safe + healthy. We encourage… ,0,0,0,0,0,0,0,0,0,0
"“We’re all in this together...I’ve never seen anything like it ... the level of caring, the level of love ... I am… ",0,0,0,0,0,0,0,0,0,0
Nearly a dozen Liberty University students are sick with symptoms that suggest .   ,0,0,0,0,0,0,0,0,0,0
 Focus on CORONAVIRUS. Focus on life-saving equipment.,0,0,0,0,0,0,0,0,0,0
A sad scene at Brooklyn Hospital #Covid_ # ,0,0,0,0,0,0,0,0,0,0
Roadmap to Returning to Your Office Post-COVID- #CRE #COVID- #NewNormal #Office #RoadMap       ,0,0,0,0,0,0,0,0,0,0
NFL teams will be forbidden from postgame interactions within 6 feet of each other and jersey exchanges between pla… ,0,0,0,0,0,0,0,0,0,0
"Who among us hasn't spent all day sitting at a desk in Home Depot, with someone breathing COVID- on us?  Really..… ",0,0,0,0,0,0,0,0,0,0
BREAKING: Member of White House press corps tests positive for ,0,0,0,0,0,0,0,0,0,0
COVID  has changed many aspects of our lives as we know it and changes when searching for a job is no exception.… ,0,0,0,0,0,0,0,1,0,0
The most common ways in which household incomes were diminished were lay-offs and furloughs. #Staysafe #Covid_… ,0,0,0,0,0,0,0,0,0,0
JUST IN: Bolivia's interim president tests positive for COVID- ,0,0,0,0,0,0,0,0,0,0
"I keep thinking that if Hillary had won, and Coronavirus had hit, it wouldn't have been AS BAD, but b/c our healthc… ",0,0,0,0,0,0,0,0,0,0
"WHO reverses, says COVID- can be airborne indoors ",0,0,0,0,0,0,0,0,0,0
"Florida Democratic Party to return $780,000 in  aid money, after bipartisan backlash | Just The News ",0,0,0,0,0,0,0,0,0,0
"Taken charge as Joint Commissioner of Police, North Zone, Greater Chennai City. Redress of public grievance by adop… ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
USC is offering international students *free* in-person classes after the Trump admin said they would have to leave… ,0,0,0,0,0,0,0,0,0,0
"On May , NYC corrections officials told the City Council that newly incarcerated people were being “universally”… ",0,0,0,0,0,0,0,0,0,0
We'll Reopen For Visa Application In Nigeria Soon —British High Commission | Sahara Reporters  The process had been… ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
"Schools can't even control lice, you think they can control Covid-.",0,0,0,0,0,0,0,0,0,0
US trained foreign doctors bring economic activity and revenue. 2.3 trillion was generated by all doctors in 2018.… ,0,0,0,0,0,0,0,0,0,0
"Northbound 15 Freeway, 91 Freeway lanes in Corona to close this weekend ",0,1,0,0,0,0,0,0,0,0
COVID : You’ve either had it or you will get it. You will either die from it or recover like more than 99% do. Th… ,0,0,0,0,0,0,0,0,0,0
The evidence keeps piling up  ,0,0,0,0,0,0,0,0,0,0
"Florida reopened too fast, jumping ‘over a couple of checkpoints,' Dr. Anthony Fauci says ",0,0,0,0,0,0,0,0,0,0
2020 has been one of the most painful years for me. And now a tropical storm is hitting the east coast. Depression… ,0,0,0,0,0,0,0,0,0,0
Five patients with COVID- were treated with Remdesivir in a university hospital in Paris.  Remdesivir was stopped… ,0,0,0,0,0,0,0,0,0,0
Been sick for 3 days & ; got my test results back. I have COVID- & ; have never felt so sick in my life. Obviously I… ,0,0,0,0,0,1,0,0,0,0
"Due to Covid- I will not shake hands or hug anymore, You may either Kneel or Bow to me",0,0,0,0,0,0,0,0,0,0
My theory as to why  cases have been so low and non-lethal in Kentucky. The air here sucks so bad that y… ,0,0,0,0,0,0,0,0,0,0
Most People With Coronavirus Won’t Spread It. Why Do a Few Infect Many?  ,0,0,0,0,0,0,0,0,0,0
"As some of us have been saying since March, the spread of the pandemic in jails/prisons is inextricably linked to t… ",0,0,0,0,0,0,0,0,0,0
"'It Cannot Be A One Size Fits All Approach' To Reopening Public Schools, Says Miami-Dade Superintendent Alberto Car… ",0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
A test is not a passport to party.  Just because you test negative for COVID- doesn't mean you should get togethe… ,0,0,0,0,0,0,0,0,0,0
"Due to Covid- I will not shake hands or hug anymore, You may either Kneel or Bow to me",0,0,0,0,0,0,0,0,0,0
"'Devastated': As Layoffs Keep Coming, Hopes Fade That Jobs Will Return Quickly ",0,0,0,0,0,0,0,0,0,0
Global warming also threatens this wonderful formation. The world is under a lot of threats. We can still laugh at… ,0,0,0,0,0,0,0,0,0,0
"County Medical Examiner in Corpus Christi, Texas says their morgue can no longer receive additional bodies.  Asking… ",0,0,0,0,0,0,0,0,0,0
A circuit judge ordered Kentucky Gov. Beshear to cease issuing or enforcing executive orders related to Covid- th… ,0,0,0,0,0,0,0,0,0,0
"WTF? Among the televangelists taking millions in US  aid are Jimmy [Fucking] Swaggart, Jim [Mr. Tammy Fa… ",0,0,0,0,0,0,0,0,0,0
NEW: A senior adviser accused the CDC of “undermining the President” by publishing scientific data about potential… ,0,0,0,0,0,0,0,0,0,0
"Due to Covid- I will not shake hands or hug anymore, You may either Kneel or Bow to me",0,0,0,0,0,0,0,0,0,0
"""It's the . Mostly kids, 99.9% of kids will not be affected by it at all,"" said co-host Brian Kilmeade.… ",0,0,0,0,0,0,0,0,0,0
Stroke More Likely in COVID- Than Flu Patients ,0,0,0,0,0,0,0,0,0,0
"Dr. Anthony Fauci, the nation's top infectious disease expert, said people should listen to scientists and trust th… ",0,0,0,0,0,0,0,0,0,0
"Trump is at 39% approval on the , per the latest FiveThirtyEight average. Obama was at 57% approval on H… ",0,0,0,0,0,0,0,0,0,0
LONG OVERDUE UPDATE: Covid- has presented a lot of unexpected hardships for our artists and mods. We are still wo… ,0,0,0,0,0,0,0,0,0,0
BREAKING: Coronavirus vaccine developed by America's National Institutes of Health and Moderna Inc has boosted immu… ,0,0,0,0,0,0,0,0,0,0
Could Coronavirus Trigger Force Majeure Contract Breaks? #CRE #COVID- #TenantTips    ,0,0,0,0,0,0,0,0,0,0
Garry Linnell: Victoria cops the  blame. But there’s a major reason why it’s wrong | The New Daily ,0,0,0,0,0,0,0,0,0,0
"U.S.: If only there were some way to beat , but no one knows  Every country that's beaten COVID: We list… ",0,0,0,0,0,0,0,0,0,0
"1/ Texas hospitals are running out of drugs, beds, ventilators and even staff.  Many hospitals are no longer accept… ",0,0,0,0,0,0,0,0,0,0
FACT: School aged children are more likely to die from the influenza than from COVID-... but teachers unions are… ,0,0,0,0,0,0,0,0,0,0
‘Hero’ Pay Raises Disappear for Many Essential Workers ,0,0,0,0,0,0,0,0,0,0
"COVID- Cases Hit 33,616 As NCDC Reports 463 New Cases ",0,0,0,0,0,0,0,0,0,0
"So trump is now trying to trick networks into covering him, saying it’s about , and then walks out into… ",0,0,0,0,0,0,0,0,0,0
"⚠️dead at 33 Danielle DiCenso, ICU nurse from Hialeah, #Florida died from #COVID. ""It’s like sending military troop… ",0,0,0,0,0,0,0,0,0,0
"""The Trump administration has ordered hospitals to bypass the Centers for Disease Control and Prevention and, begin… ",0,0,0,0,0,0,0,0,0,0
CDC says U.S. could get  under control in one to two months if everyone wears a mask ,0,0,0,1,0,0,0,0,0,0
i'm kinda worried cuz my upstairs neighbor just tested positive for ,0,0,0,0,0,0,0,0,0,0
"So if COVID- required schools to close in March and it’s worse now, why are we talking about reopening?",0,0,0,0,0,0,0,0,0,0
"Our Battle Creek, MI team is one of the best kept secrets in VA! During COVID-, they dispatched 31 nurses across… ",0,0,0,0,0,0,0,0,0,0
A Supreme Court vacancy would end the  hysteria.,0,0,0,0,0,0,0,0,0,0
Has your job been impacted by COVID-? Head over to the rev ed LA Jobs Portal to seamlessly find and apply to jo… ,0,0,0,0,0,0,0,0,0,0
Did the first lockdown stop #Covid_? No! Then why ,0,0,0,0,0,0,0,0,0,0
BREAKING: Coronavirus vaccine developed by America's National Institutes of Health and Moderna Inc has boosted immu… ,0,0,0,0,0,0,0,0,0,0
On ,0,0,0,0,0,0,0,0,0,0
‘Compelling’ evidence air pollution worsens  – study ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
The ,0,0,0,0,0,0,0,0,0,0
This is devastating news. #ONEV1  Open SmartNews to read 'White House tells hospitals to bypass CDC on COVID- dat… ,0,0,0,0,0,0,0,0,0,0
"My mother-in-law lives in Miami, the epicenter of the COVID- pandemic in Florida. She’s terrified to leave her ap… ",0,0,0,0,0,0,0,0,0,0
"So trump is now trying to trick networks into covering him, saying it’s about , and then walks out into… ",0,0,0,0,0,0,0,0,0,0
"Donald Trump is losing the support of older voters, who are horrified by the now-exploding spread of  ",0,0,0,0,0,0,0,0,0,0
#Hongkongers’ DNA could be ‘extradited’ to China through # tests  Read: ,0,0,0,0,0,0,0,0,0,0
BREAKING: Coronavirus vaccine developed by America's National Institutes of Health and Moderna Inc has boosted immu… ,0,0,0,0,0,0,0,0,0,0
"Now seems like a good time to remind folks that, in answer to my questions, ",0,0,0,0,0,0,0,0,0,0
BREAKING: Coronavirus vaccine developed by America's National Institutes of Health and Moderna Inc has boosted immu… ,0,0,0,0,0,0,0,0,0,0
The GOP will suddenly care very much about the Hatch Act the minute Biden becomes President.  They will also sudden… ,0,0,0,0,0,0,0,0,0,0
⚠️Worrying: 16 hours of airborne aerosol infectivity for the  that causes #COVID in a study published… ,1,0,0,0,0,0,0,0,0,0
Join us LIVE today at 1:30 pm ET to discuss how #COVIDー ravaged nursing homes and long-term care facilities with… ,0,0,0,0,0,0,0,0,0,0
Please watch this!!!! Especially if you’ve tested positive for COVID  and have recovered!!!!!! ,0,0,0,0,0,0,0,0,0,0
"""In per-capita terms, New York has had 1,668 deaths per million. In contrast, Arizona has had 308, Florida 9, Cal… ",0,0,0,0,0,0,0,0,0,0
Why #cybersecurity🔐matters more than ever during the #😷#pandemic #wef ,0,0,0,0,0,0,0,0,0,0
"Congress, Do Your Job: Help Americans Without One ",0,0,0,0,0,0,0,0,0,0
This new technology can help to screen passengers for # before allowing them to board their flights on… ,0,0,0,0,0,0,0,0,0,0
The New York Times: Why We’re Losing the Battle With Covid-.   via ,0,0,0,0,0,0,0,0,0,0
A factor that I am concern about in regards to athletes and Covid- is blood clots. I do not know if it is the ful… ,0,0,0,0,0,0,0,1,0,0
"Here's the document.   ""As of July 15, 2020, hospitals should no longer report the Covid- information in this doc… ",0,0,0,0,0,0,0,0,0,0
Breaking News: The Trump administration ordered hospitals to bypass the CDC and send key  information to… ,0,0,0,0,0,0,0,0,0,0
HORROR SHOW. All 366 detainees were tested for  at this private ICE prison. Only  people tested negati… ,0,0,0,0,0,0,0,0,0,0
"⚠️dead at 44 Oliver Stokes, ""DJ Black N Mild"" known for bringing #NewOrleans bounce music to the radio died from… ",0,0,0,0,0,0,0,0,0,0
"So if COVID- required schools to close in March and it’s worse now, why are we talking about reopening?",0,0,0,0,0,0,0,0,0,0
"If Covid- ain’t bring the hustle out in you, you a lost soul 😭",0,0,0,0,0,0,0,0,0,0
"When the COVID- crisis hit these safe spaces for queer people of color with disproportionate force, German photog… ",0,0,1,0,0,0,0,0,0,0
